2016-08-29	M
2016-08-31	W
2016-09-05	M
2016-09-07	W
2016-09-12	M
2016-09-14	W
2016-09-19	M
2016-09-21	W
2016-09-26	M
2016-09-28	W
2016-10-03	M
2016-10-05	W
2016-10-10	M
2016-10-12	W
2016-10-17	M
2016-10-19	W
2016-10-24	M
2016-10-26	W
2016-10-31	M
2016-11-02	W
2016-11-07	M
2016-11-09	W
2016-11-14	M
2016-11-16	W
2016-11-21	M
2016-11-23	W
2016-11-28	M
2016-11-30	W
2016-12-05	M
2016-12-07	W
